City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,qurayyat,31.3318,37.3428,8.1,76,20,0.0,SA,1704177262
296,san jose del cabo,23.0589,-109.6977,22.08,86,100,0.45,MX,1704177263
297,bismarck,46.8083,-100.7837,0.91,86,0,4.63,US,1704177038
298,sao joao da barra,-21.6403,-41.0511,21.74,90,100,2.37,BR,1704177264
299,yeppoon,-23.1333,150.7333,32.88,69,18,3.72,AU,1704177265
300,calama,-22.4667,-68.9333,10.27,53,0,4.63,CL,1704177165
301,kasongo,-4.45,26.6667,23.44,83,100,1.5,CD,1704177266
302,abu jibeha,11.4562,31.2285,25.74,20,29,4.64,SD,1704177267
303,rikaze,29.25,88.8833,2.96,11,0,2.1,CN,1704177268
304,port shepstone,-30.7414,30.455,21.6,76,100,4.17,ZA,1704177268
305,tosontsengel,48.7567,98.2839,-14.92,80,10,0.77,MN,1704177269
306,kurchatov,51.6601,35.6521,0.79,100,100,2.16,RU,1704177270
307,kayangel,8.0823,134.7173,28.91,72,31,2.7,PW,1704177271
308,andergrove,-21.0833,149.1833,28.69,72,12,3.96,AU,1704177272
309,bay roberts,47.5999,-53.2648,-4.36,81,4,2.24,CA,1704177272
310,malvan,16.0667,73.4667,28.86,46,9,3.61,IN,1704177273
311,kiunga,-6.1219,141.2906,26.74,84,100,0.37,PG,1704177274
312,paramonga,-10.6667,-77.8333,21.14,87,99,3.6,PE,1704177274
313,thames,-37.1333,175.5333,18.46,64,18,3.86,NZ,1704177275
314,santo angelo,-28.2992,-54.2631,19.73,88,4,1.67,BR,1704177275
315,praia da vitoria,38.7333,-27.0667,16.53,88,40,4.49,PT,1704177276
316,yanbu,24.0891,38.0637,18.02,82,0,0.0,SA,1704177277
317,pochep,52.9336,33.4464,-7.55,93,100,8.36,RU,1704177278
318,port lincoln,-34.7333,135.8667,21.11,68,93,6.75,AU,1704177278
319,dudinka,69.4058,86.1778,-36.29,98,25,2.24,RU,1704177011
320,haiku-pauwela,20.9219,-156.3051,23.36,77,20,7.72,US,1704177279
321,marka,1.7159,44.7717,29.37,59,92,7.78,SO,1704177280
322,acapulco de juarez,16.8634,-99.8901,22.9,78,0,1.54,MX,1704177140
323,hami,42.8,93.45,-1.47,55,8,0.87,CN,1704177281
324,verkhnyaya salda,58.0456,60.5533,-24.79,96,100,3.44,RU,1704177283
325,palmer,42.1584,-72.3287,-2.77,79,0,0.0,US,1704177283
326,worthington,40.0931,-83.018,1.35,81,100,2.57,US,1704177284
327,magistral'nyy,56.1725,107.4458,-14.79,89,36,1.1,RU,1704177284
328,villa gesell,-37.2639,-56.973,18.36,84,6,3.55,AR,1704177285
329,patu,-6.11,-37.6367,23.85,88,100,2.78,BR,1704177286
330,ugoofaaru,5.6667,73.0,27.67,77,94,4.57,MV,1704177287
331,qamdo,31.1667,97.2333,-3.08,28,75,0.69,CN,1704177287
332,padang,-0.9492,100.3543,32.03,84,95,1.98,ID,1704177288
333,timbuktu,16.7735,-3.0074,18.59,15,35,4.01,ML,1704177041
334,klaksvik,62.2266,-6.589,6.51,87,96,14.84,FO,1704177289
335,saint-philippe,-21.3585,55.7679,25.77,89,100,4.5,RE,1704177290
336,kailua-kona,19.6406,-155.9956,25.98,74,100,1.35,US,1704177290
337,tulum,20.2167,-87.4667,18.7,85,12,2.44,MX,1704177291
338,the pas,53.8251,-101.2541,-3.99,74,100,5.66,CA,1704177292
339,jining,35.405,116.5814,8.66,48,0,1.96,CN,1704177223
340,nabire,-3.3667,135.4833,29.18,75,100,1.88,ID,1704177293
341,dakhla,23.6848,-15.958,16.01,77,0,3.6,EH,1704177294
342,kaa-khem,51.6833,94.7333,-17.0,87,100,0.84,RU,1704177294
343,waiuku,-37.25,174.75,20.18,78,5,3.3,NZ,1704177295
344,suining,30.508,105.5733,13.39,73,93,2.26,CN,1704177295
345,boa vista,2.8197,-60.6733,26.99,69,40,4.63,BR,1704177056
346,noormarkku,61.5927,21.8685,-21.12,77,0,2.06,FI,1704177239
347,pontes e lacerda,-15.2261,-59.3353,22.94,92,100,1.39,BR,1704177297
348,plastun,44.7561,136.2939,-4.28,54,84,3.58,RU,1704177298
349,marbletown,41.8834,-74.1132,-2.59,73,1,0.82,US,1704177299
350,mil'kovo,55.6078,37.7956,-17.55,74,88,5.72,RU,1704177299
351,tchintabaraden,15.8969,5.7985,17.43,19,100,4.5,NE,1704177300
352,malango,-2.9627,119.9001,25.69,86,100,0.56,ID,1704177301
353,lusaka,-15.4067,28.2871,23.74,69,37,2.9,ZM,1704177249
354,ghauspur,28.1391,69.0831,23.64,18,3,0.41,PK,1704177302
355,muang khong,14.1167,105.85,35.64,31,10,1.88,LA,1704177303
356,okha,53.5739,142.9478,-23.11,96,100,1.86,RU,1704177303
357,portales,34.1862,-103.3344,2.83,52,100,3.35,US,1704177304
358,port elizabeth,-33.918,25.5701,22.28,86,40,7.2,ZA,1704177305
359,khandyga,62.6667,135.6,-30.36,93,98,1.03,RU,1704177306
360,nemuro,43.3236,145.575,1.48,77,100,8.03,JP,1704177307
361,markaz-e hukumat-e darweshan,31.1323,64.1934,14.96,31,95,0.45,AF,1704177307
362,lae,-6.7221,146.9847,32.37,75,100,2.8,PG,1704177308
363,al kharijah,25.4514,30.5464,15.7,56,0,4.66,EG,1704177309
364,bolobo,-2.1667,16.2333,26.05,76,80,1.47,CD,1704177309
365,grand-lahou,5.1367,-5.0242,26.67,82,23,1.75,CI,1704177310
366,geraldton,-28.7667,114.6,26.23,50,0,10.29,AU,1704177311
367,fortuna,40.5982,-124.1573,9.96,93,0,5.14,US,1704177311
368,urzhar,47.093,81.6294,0.07,72,70,2.41,KZ,1704177312
369,calvinia,-31.4707,19.776,22.9,60,0,5.66,ZA,1704177313
370,mundybash,53.211,87.2983,-1.81,91,100,1.58,RU,1704177313
371,motueka,-41.1333,173.0167,20.61,70,95,0.76,NZ,1704177315
372,mishkino,55.3389,63.9175,-20.51,93,100,6.3,RU,1704177315
373,taltal,-25.4,-70.4833,17.86,86,60,1.03,CL,1704177316
374,tolanaro,-25.0319,46.9987,24.04,94,75,7.2,MG,1704177317
375,tara,56.8944,74.371,-8.95,95,97,3.53,RU,1704177144
376,ulaangom,49.9811,92.0667,-18.99,95,100,1.09,MN,1704177318
377,bikenibeu village,1.3673,173.1241,27.98,94,75,2.57,KI,1704177319
378,soc trang,9.6033,105.98,33.34,48,64,2.57,VN,1704177319
379,island harbour,50.724,-1.2758,12.04,93,100,1.79,GB,1704177320
380,loches,47.1333,1.0,10.19,80,100,10.86,FR,1704177321
381,menongue,-14.6585,17.691,22.35,59,100,1.41,AO,1704177321
382,papao,-17.75,-149.55,27.82,77,100,3.24,PF,1704177322
383,babura,12.7731,9.0158,18.13,20,15,3.18,NG,1704177323
384,calingasta,-31.3308,-69.4078,21.33,53,16,0.79,AR,1704177323
385,ormara,25.2088,64.6357,22.92,64,1,2.08,PK,1704177324
386,taunggyi,20.7833,97.0333,22.33,28,0,1.53,MM,1704177325
387,tindouf,27.6711,-8.1474,14.15,24,0,3.62,DZ,1704177206
388,yaren,-0.5472,166.916,29.55,74,15,6.98,NR,1704177326
389,luzino,54.9481,73.0353,-0.13,86,75,5.0,RU,1704177327
390,san antonio de pale,-1.4014,5.6325,27.33,79,98,3.83,GQ,1704177328
391,saraipali,21.3333,83.0,27.15,35,0,1.84,IN,1704177328
392,pokoynoye,44.8097,44.2517,4.51,86,100,4.61,RU,1704177329
393,taoudenni,22.6783,-3.9836,16.86,23,100,4.47,ML,1704177330
394,sao jose da coroa grande,-8.8978,-35.1478,26.09,80,44,3.1,BR,1704177330
395,sao tome,0.3365,6.7273,27.54,76,62,2.71,ST,1704177331
396,ath thawrah,35.8469,38.5443,12.09,62,100,3.18,SY,1704177332
397,manokwari,-0.8667,134.0833,28.3,76,88,1.84,ID,1704177332
398,yilan,24.757,121.753,23.92,66,87,2.44,TW,1704177333
399,holualoa,19.6228,-155.9522,23.91,74,100,1.22,US,1704177272
400,arraial do cabo,-22.9661,-42.0278,23.1,83,100,3.36,BR,1704177334
401,cole harbour,44.6724,-63.4751,-4.29,79,14,1.79,CA,1704177043
402,tadine,-21.55,167.8833,26.07,73,8,5.74,NC,1704177335
403,jaisalmer,26.9147,70.9181,21.54,13,0,3.87,IN,1704177336
404,sao felix do xingu,-6.6447,-51.995,21.57,99,34,0.33,BR,1704177337
405,aswan,24.0934,32.907,17.63,49,0,5.7,EG,1704177296
406,leua,48.2156,18.6071,4.16,90,100,0.71,SK,1704177339
407,muroto-misakicho,33.2833,134.15,12.66,59,2,2.41,JP,1704177340
408,eilat,29.5581,34.9482,12.91,67,0,0.0,IL,1704177341
409,irituia,-1.7711,-47.4381,23.4,97,100,0.95,BR,1704177342
410,waingapu,-9.6567,120.2641,32.23,60,29,3.92,ID,1704177342
411,collie,-33.3667,116.15,24.87,41,89,5.88,AU,1704177344
412,taytay,14.5678,121.1394,31.7,74,40,3.6,PH,1704177344
413,san sebastian de la gomera,28.0916,-17.1133,19.2,88,0,0.0,ES,1704177345
414,masindi,1.6744,31.715,20.23,85,100,1.94,UG,1704177346
415,ponta delgada,37.7333,-25.6667,18.44,94,75,7.2,PT,1704177346
416,tommot,58.9564,126.2925,-15.12,98,100,0.62,RU,1704177347
417,powell,40.1578,-83.0752,1.31,81,100,3.6,US,1704177348
418,ust'-uda,54.1742,103.0304,-9.03,95,100,1.39,RU,1704177348
419,suva,-18.1416,178.4415,27.71,83,75,4.12,FJ,1704177349
420,zemio,5.0314,25.1361,28.16,22,12,2.71,CF,1704177349
421,boguchany,58.3814,97.4531,-15.64,87,100,1.79,RU,1704177350
422,altay,47.8667,88.1167,-2.33,77,100,1.3,CN,1704177351
423,dharmadam,11.7833,75.4333,30.01,60,76,3.5,IN,1704177351
424,wenatchee,47.4235,-120.3103,5.21,90,100,2.06,US,1704177352
425,letlhakeng,-24.0944,25.0298,27.46,50,0,5.88,BW,1704177353
426,perelyub,51.8667,50.3667,-6.88,75,100,2.88,RU,1704177353
427,ola,59.5833,151.2833,-26.24,90,72,2.6,RU,1704177354
428,carnarvon,-24.8667,113.6333,26.36,61,0,12.69,AU,1704177355
429,alofi,-19.0595,-169.9187,24.94,83,75,2.57,NU,1704177355
430,vila velha,-20.3297,-40.2925,22.97,94,75,2.06,BR,1704177356
431,raduzhny,62.0961,77.475,-24.65,95,100,5.18,RU,1704177357
432,bezhetsk,57.7851,36.6965,-30.52,100,21,2.12,RU,1704177357
433,galliano,29.4422,-90.2992,11.0,62,0,5.14,US,1704177358
434,kayan,16.9056,96.5631,30.08,30,5,2.63,MM,1704177360
435,puerto aysen,-45.4,-72.7,11.6,97,100,1.71,CL,1704177145
436,tarfaya,27.9358,-12.9218,17.75,70,0,4.2,MA,1704177361
437,sarykemer,43.0,71.5,6.71,40,100,3.55,KZ,1704177115
438,brisas de zicatela,15.8369,-97.0419,24.05,65,0,2.4,MX,1704177362
439,st. john's,47.5649,-52.7093,-4.56,86,75,5.14,CA,1704177363
440,baotou,40.6522,109.8222,-4.58,68,1,3.7,CN,1704177227
441,cabo san lucas,22.8909,-109.9124,21.53,70,100,5.89,MX,1704177364
442,bhimunipatnam,17.8833,83.4333,25.73,61,6,3.89,IN,1704177365
443,tromso,69.6496,18.957,-8.99,67,100,2.57,NO,1704177366
444,katsuren-haebaru,26.3369,127.8719,22.21,46,40,2.06,JP,1704177366
445,aitape,-3.1374,142.3475,29.51,71,96,1.95,PG,1704177367
446,boca suno,-0.7167,-77.1333,21.87,98,100,0.81,EC,1704177368
447,bijie,27.3125,105.2942,7.5,71,100,2.89,CN,1704177368
448,monguno,12.6786,13.6079,21.98,45,100,4.51,NG,1704177369
449,havre,49.5833,0.3333,12.22,94,100,8.23,FR,1704177370
450,shetpe,44.1667,52.1167,3.9,50,9,3.07,KZ,1704177370
451,taulaga,-11.0553,-171.0883,28.99,72,100,3.97,AS,1704177371
452,el calafate,-50.3408,-72.2768,13.0,80,56,3.33,AR,1704177078
453,saldanha,-33.0117,17.9442,23.03,53,0,4.78,ZA,1704177372
454,iquique,-20.2208,-70.1431,22.02,79,96,0.24,CL,1704177119
455,ringim,12.1548,9.1619,18.38,19,7,2.65,NG,1704177373
456,raymondville,26.4815,-97.7831,19.41,85,100,4.13,US,1704177374
457,port alfred,-33.5906,26.891,22.73,75,74,9.69,ZA,1704177375
458,nova vicosa,-17.8919,-39.3719,23.63,91,100,0.56,BR,1704177375
459,hirara,24.8,125.2833,22.92,60,20,4.63,JP,1704177376
460,trairi,-3.2778,-39.2689,23.84,91,100,1.29,BR,1704177085
461,qiancheng,27.185,109.7654,9.08,88,100,1.47,CN,1704177377
462,mollendo,-17.0231,-72.0147,20.1,89,44,2.2,PE,1704177378
463,burang,30.25,81.1667,-3.45,20,0,1.49,CN,1704177379
464,oltinko'l,40.8011,72.1634,7.05,32,100,0.89,UZ,1704177379
465,abepura,-2.6333,140.5833,30.45,62,20,2.57,ID,1704177380
466,namibe,-15.1961,12.1522,24.3,54,15,4.37,AO,1704177381
467,anar darah,32.7587,61.654,13.36,33,65,2.57,AF,1704177381
468,luderitz,-26.6481,15.1594,21.32,76,36,1.92,NA,1704177382
469,rittman,40.9781,-81.7821,0.14,82,7,2.85,US,1704177383
470,malakal,9.5334,31.6605,28.33,21,6,5.43,SS,1704177383
471,howard springs,-12.497,131.047,34.37,61,100,4.93,AU,1704177384
472,bireun,5.203,96.7009,28.57,73,63,3.25,ID,1704177385
473,yomju-up,39.8933,124.5981,-0.28,87,98,0.27,KP,1704177385
474,north bend,43.4065,-124.2243,8.81,93,0,3.09,US,1704177193
475,kununurra,-15.7667,128.7333,37.99,41,100,3.6,AU,1704177387
476,virginia,37.5481,-77.4467,3.29,89,100,3.6,US,1704177164
477,sorong,-0.8833,131.25,28.83,75,66,1.4,ID,1704177362
478,laojunmiao,39.8333,97.7333,1.2,20,0,2.69,CN,1704177389
479,jianshui,23.6363,102.8264,22.22,33,1,4.58,CN,1704177390
480,cascais,38.6979,-9.4215,17.29,96,98,5.36,PT,1704177390
481,victoriaville,46.0501,-71.9658,-5.85,78,85,4.46,CA,1704177391
482,brokopondo,4.75,-55.1667,23.59,86,10,3.59,SR,1704177392
483,bodo,67.28,14.405,-8.46,53,0,13.38,NO,1704177297
484,porto velho,-8.7619,-63.9039,24.03,94,20,0.0,BR,1704177393
485,qui nhon,13.7667,109.2333,24.36,90,100,4.8,VN,1704177394
486,baiyin,36.5583,104.2081,1.09,29,0,1.21,CN,1704177394
487,vlore,40.4667,19.4897,13.78,79,100,1.92,AL,1704177131
488,stung treng,13.5259,105.9683,35.09,35,28,1.74,KH,1704177396
489,almyros,39.1822,22.7594,12.39,93,20,0.0,GR,1704177396
490,nuuk,64.1835,-51.7216,-1.66,43,100,2.57,GL,1704177397
491,syumsi,57.1111,51.6149,-24.09,97,98,0.09,RU,1704177398
492,alesund,62.4723,6.1549,3.08,52,0,6.17,NO,1704177398
493,olyokminsk,60.3736,120.4264,-11.7,88,100,3.09,RU,1704177322
494,kargasok,59.0556,80.8572,-12.06,95,100,2.36,RU,1704177399
495,egersund,58.4513,5.9997,0.77,68,100,17.96,NO,1704177400
496,karystos,38.0133,24.4161,15.56,79,100,2.5,GR,1704177401
497,walvis bay,-22.9575,14.5053,17.53,82,75,2.06,NA,1704177401
498,manggar,-2.8833,108.2667,29.14,72,100,2.81,ID,1704177402
499,dezhou,37.4486,116.2925,3.9,67,97,1.82,CN,1704177403
500,meadow lake,34.8014,-106.5436,3.97,43,100,0.41,US,1704177404
501,callao,-12.0667,-77.15,23.18,78,75,6.69,PE,1704177404
502,opole lubelskie,51.1478,21.969,4.21,91,100,4.67,PL,1704177405
503,fort bragg,35.139,-79.006,3.23,66,0,2.57,US,1704177406
504,disa,24.25,72.1667,25.89,34,0,1.25,IN,1704177406
505,kruisfontein,-34.0033,24.7314,21.05,76,77,4.54,ZA,1704177407
506,limon,10.0,-83.0333,24.47,82,28,1.53,CR,1704177408
507,antofagasta,-23.65,-70.4,19.6,82,42,1.26,CL,1704177409
508,smirnovo,54.5125,69.4222,-9.99,95,100,6.28,KZ,1704177409
509,san luis de la loma,17.2706,-100.8939,23.17,67,4,2.39,MX,1704177410
510,lucapa,-8.4192,20.7447,21.24,93,100,1.68,AO,1704177411
511,vaison-la-romaine,44.239,5.075,5.04,93,100,1.03,FR,1704177411
512,nanjing,32.0617,118.7778,7.95,77,100,4.35,CN,1704177412
513,yinchuan,38.4681,106.2731,2.91,26,0,1.85,CN,1704177413
514,igarka,67.4667,86.5833,-28.12,100,91,2.19,RU,1704177413
515,paita,-5.0892,-81.1144,22.05,84,81,4.33,PE,1704177414
516,san rafael,-34.6177,-68.3301,23.53,39,16,1.58,AR,1704177414
517,osakarovka,50.565,72.5692,-2.88,96,100,9.57,KZ,1704177415
518,nevada,39.2502,-116.7512,-2.47,56,6,0.4,US,1704177416
519,tiznit,29.5833,-9.5,13.56,23,0,2.81,MA,1704177417
520,aqadyr,48.2553,72.8483,-2.43,90,100,13.6,KZ,1704177418
521,katsuura,35.1333,140.3,8.01,91,100,3.15,JP,1704177418
522,kingston,17.997,-76.7936,25.53,89,75,1.54,JM,1704177340
523,cuyo,10.8525,121.0086,28.22,81,100,6.91,PH,1704177419
524,wewak,-3.5534,143.6268,29.15,72,63,2.35,PG,1704177420
525,karaton,-6.3424,106.1045,30.32,70,96,1.16,ID,1704177421
526,rio san juan,19.6439,-70.0763,23.5,85,47,1.94,DO,1704177421
527,boardman,41.0242,-80.6628,0.42,80,65,1.34,US,1704177422
528,guarapari,-20.6667,-40.4975,22.72,96,100,2.93,BR,1704177205
529,dungarpur,23.8333,73.7167,24.73,39,0,4.19,IN,1704177423
530,misliyah,17.4599,42.5572,27.27,63,0,1.98,SA,1704177424
531,bogale,16.2833,95.4,31.55,29,0,2.7,MM,1704177425
532,harnai,30.1005,67.9374,17.32,20,57,1.48,PK,1704177425
533,zag,46.9441,99.165,-18.34,85,8,0.71,MN,1704177426
534,saint-pierre,-21.3393,55.4781,25.82,89,75,0.0,RE,1704177427
535,sandnessjoen,66.0217,12.6316,-5.88,27,0,3.6,NO,1704177427
536,ghanzi,-21.5667,21.7833,31.03,31,100,6.33,BW,1704177428
537,kuala tungkal,-0.8167,103.4667,28.46,79,100,2.89,ID,1704177429
538,kish,26.5578,54.0194,24.15,60,0,5.14,IR,1704177429
539,chonchi,-42.6128,-73.8092,10.07,99,54,1.36,CL,1704177430
540,olenino,56.2092,33.4889,-18.68,83,22,4.2,RU,1704177431
541,kurayoshi,35.4333,133.8167,12.95,64,30,2.13,JP,1704177432
542,luwuk,-0.9516,122.7875,29.53,79,80,1.03,ID,1704177433
543,tamanrasset,22.785,5.5228,6.95,29,0,2.06,DZ,1704177433
544,tonj,7.2737,28.6822,29.49,21,8,3.99,SS,1704177434
545,blama,7.8736,-11.3433,21.17,99,39,0.62,SL,1704177435
546,utete,-7.986,38.758,28.8,79,83,3.13,TZ,1704177435
547,arteche,12.2645,125.4048,28.9,66,49,3.04,PH,1704177436
548,sabang,5.8933,95.3214,27.48,79,49,6.57,ID,1704177437
549,ust'-ilimsk,58.0006,102.6619,-20.31,100,58,1.79,RU,1704177437
550,yakeshi,49.2833,120.7333,-16.51,96,100,1.77,CN,1704177438
551,el rama,12.1596,-84.2195,21.46,99,37,1.86,NI,1704177439
552,neryungri,56.6709,124.6491,-23.74,97,92,0.26,RU,1704177439
553,ambodifotatra,-16.9833,49.85,31.03,70,75,4.12,MG,1704177440
554,quatre cocos,-20.2078,57.7625,29.06,74,100,7.09,MU,1704177441
555,revda,56.801,59.9303,-23.12,92,94,1.95,RU,1704177442
556,yuzhno-kurilsk,44.0306,145.8556,-2.01,72,100,5.12,RU,1704177442
557,maddela,16.3414,121.6849,26.06,84,89,1.24,PH,1704177443
558,warrenton,-28.114,24.8475,25.62,48,0,7.06,ZA,1704177444
559,huicungo,-7.2833,-76.8,21.9,99,93,0.55,PE,1704177445
560,santa cruz,-17.8,-63.1667,25.7,89,40,6.17,BO,1704177438
561,sinop,41.7711,34.8709,3.24,65,20,3.44,TR,1704177446
562,salekhard,66.53,66.6019,-31.16,99,79,1.54,RU,1704177447
563,suomussalmi,64.8869,28.9078,-26.95,99,14,1.55,FI,1704177448
564,katabu,-4.9333,122.5167,31.72,61,78,0.54,ID,1704177448
565,leteri,24.05,77.4,24.11,39,0,3.09,IN,1704177449
566,guerrero negro,27.9769,-114.0611,15.66,73,0,3.42,MX,1704177450
567,qarauyl,48.9451,79.255,-1.28,66,9,12.23,KZ,1704177452
568,machali,-34.1833,-70.6667,17.63,54,0,0.71,CL,1704177452
569,boulsa,12.6675,-0.5758,20.36,16,57,3.8,BF,1704177453
570,prado,-17.3411,-39.2208,23.62,92,100,1.52,BR,1704177454
571,bardai,11.65,7.2333,17.68,19,0,4.46,NG,1704177455
572,bel ombre,-4.6167,55.4167,30.91,62,40,3.09,SC,1704177455
573,isangel,-19.55,169.2667,29.06,79,75,3.09,VU,1704177456
574,mazeikiai,56.3167,22.3333,-7.66,50,100,5.68,LT,1704177457
575,artemovskiy,57.3555,61.8686,-23.93,93,100,4.04,RU,1704177457
576,vorkuta,67.5,64.0,-33.9,100,9,0.98,RU,1704177458
577,mutuali,-14.8706,37.0044,28.55,59,36,0.99,MZ,1704177459
578,suntar,62.1444,117.6319,-14.54,96,100,2.17,RU,1704177460
579,san fernando,15.0286,120.6898,31.85,50,100,5.95,PH,1704177460
580,baissa,7.2333,10.6333,25.76,28,47,0.32,NG,1704177461
581,codrington,-38.2667,141.9667,20.85,76,42,7.48,AU,1704177462
582,krutinka,56.0055,71.5113,-12.8,94,99,4.67,RU,1704177462
583,murzuq,25.9155,13.9184,12.02,43,68,3.19,LY,1704177463
584,christchurch,-43.5333,172.6333,19.11,63,40,5.66,NZ,1704177457
585,valparaiso,-33.0393,-71.6273,13.8,88,0,1.54,CL,1704177464
586,dinga,32.6398,73.722,20.0,19,0,1.73,PK,1704177465
587,tofol,5.3248,163.0078,28.53,84,19,7.83,FM,1704177465
588,nishinoomote,30.7333,131.0,16.31,63,20,2.06,JP,1704177466
589,xianning,29.8833,114.2167,6.81,89,100,2.28,CN,1704177467
590,fukagawa,43.7081,142.0392,2.03,95,100,4.83,JP,1704177468
591,kitale,1.0157,35.0062,21.84,60,0,1.22,KE,1704177469
592,sur,22.5667,59.5289,25.86,51,0,3.62,OM,1704177469
593,dhuusamarreeb,5.535,46.3861,27.9,43,38,7.83,SO,1704177470
